,dataset_id,image_path,root_path,file_name,target_id,target_name
2193,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn4388.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn4388.jpeg,1,n
2194,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1686.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1686.jpeg,1,n
2195,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1665.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1665.jpeg,1,n
2196,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc92.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc92.jpeg,2,scc
2197,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc2943.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc2943.jpeg,2,scc
2198,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2152.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca2152.jpeg,0,aca
2199,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc112.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc112.jpeg,2,scc
2200,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1167.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1167.jpeg,2,scc
2201,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn4790.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn4790.jpeg,1,n
2202,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1977.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1977.jpeg,2,scc
2203,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1056.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1056.jpeg,2,scc
2204,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc4869.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc4869.jpeg,2,scc
2205,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca907.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca907.jpeg,0,aca
2206,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn884.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn884.jpeg,1,n
2207,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc4016.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc4016.jpeg,2,scc
2208,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn4453.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn4453.jpeg,1,n
2209,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2866.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca2866.jpeg,0,aca
2210,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2779.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca2779.jpeg,0,aca
2211,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn4148.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn4148.jpeg,1,n
2212,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1111.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca1111.jpeg,0,aca
2213,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc4147.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc4147.jpeg,2,scc
2214,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4494.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca4494.jpeg,0,aca
2215,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc774.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc774.jpeg,2,scc
2216,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn109.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn109.jpeg,1,n
2217,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4386.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca4386.jpeg,0,aca
2218,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc4908.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc4908.jpeg,2,scc
2219,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc2511.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc2511.jpeg,2,scc
2220,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn624.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn624.jpeg,1,n
2221,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn589.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn589.jpeg,1,n
2222,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn4804.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn4804.jpeg,1,n
2223,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4319.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca4319.jpeg,0,aca
2224,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc4994.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc4994.jpeg,2,scc
2225,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1087.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1087.jpeg,1,n
2226,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn106.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn106.jpeg,1,n
2227,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4814.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca4814.jpeg,0,aca
2228,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4529.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca4529.jpeg,0,aca
2229,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn4531.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn4531.jpeg,1,n
2230,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1104.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca1104.jpeg,0,aca
2231,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1073.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca1073.jpeg,0,aca
2232,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1625.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1625.jpeg,2,scc
2233,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn4009.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn4009.jpeg,1,n
2234,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc2400.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc2400.jpeg,2,scc
2235,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca434.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca434.jpeg,0,aca
2236,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc2115.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc2115.jpeg,2,scc
2237,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3594.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca3594.jpeg,0,aca
2238,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc4054.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc4054.jpeg,2,scc
2239,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1393.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1393.jpeg,2,scc
2240,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2172.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca2172.jpeg,0,aca
2241,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3968.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca3968.jpeg,0,aca
2242,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1094.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1094.jpeg,1,n
2243,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2048.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca2048.jpeg,0,aca
2244,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn3266.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn3266.jpeg,1,n
2245,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn93.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn93.jpeg,1,n
2246,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1935.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca1935.jpeg,0,aca
2247,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1831.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1831.jpeg,1,n
2248,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc697.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc697.jpeg,2,scc
2249,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc3910.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc3910.jpeg,2,scc
2250,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1320.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1320.jpeg,1,n
2251,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn2047.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn2047.jpeg,1,n
2252,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn14.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn14.jpeg,1,n
2253,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1349.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1349.jpeg,2,scc
2254,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc973.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc973.jpeg,2,scc
2255,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc3120.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc3120.jpeg,2,scc
2256,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc2367.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc2367.jpeg,2,scc
2257,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2376.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca2376.jpeg,0,aca
2258,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn4849.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn4849.jpeg,1,n
2259,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc784.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc784.jpeg,2,scc
2260,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1249.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1249.jpeg,2,scc
2261,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc3883.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc3883.jpeg,2,scc
2262,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1756.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1756.jpeg,1,n
2263,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca622.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca622.jpeg,0,aca
2264,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn2309.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn2309.jpeg,1,n
2265,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc3871.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc3871.jpeg,2,scc
2266,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1838.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca1838.jpeg,0,aca
2267,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3558.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca3558.jpeg,0,aca
2268,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3165.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca3165.jpeg,0,aca
2269,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3356.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca3356.jpeg,0,aca
2270,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1302.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1302.jpeg,2,scc
2271,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1615.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1615.jpeg,2,scc
2272,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc2619.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc2619.jpeg,2,scc
2273,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc4421.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc4421.jpeg,2,scc
2274,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc3980.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc3980.jpeg,2,scc
2275,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc947.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc947.jpeg,2,scc
2276,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2865.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca2865.jpeg,0,aca
2277,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca256.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca256.jpeg,0,aca
2278,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1736.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1736.jpeg,1,n
2279,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3339.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca3339.jpeg,0,aca
2280,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc4206.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc4206.jpeg,2,scc
2281,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc3416.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc3416.jpeg,2,scc
2282,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2044.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca2044.jpeg,0,aca
2283,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2275.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca2275.jpeg,0,aca
2284,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1563.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1563.jpeg,1,n
2285,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca634.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca634.jpeg,0,aca
2286,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca95.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca95.jpeg,0,aca
2287,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1866.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1866.jpeg,1,n
2288,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn823.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn823.jpeg,1,n
2289,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1295.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca1295.jpeg,0,aca
2290,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc2560.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc2560.jpeg,2,scc
2291,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1105.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1105.jpeg,2,scc
2292,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn2987.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn2987.jpeg,1,n
2293,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc3692.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc3692.jpeg,2,scc
2294,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1606.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1606.jpeg,2,scc
2295,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1259.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca1259.jpeg,0,aca
2296,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca21.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca21.jpeg,0,aca
2297,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1059.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca1059.jpeg,0,aca
2298,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn762.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn762.jpeg,1,n
2299,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn204.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn204.jpeg,1,n
2300,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4040.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca4040.jpeg,0,aca
2301,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc2091.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc2091.jpeg,2,scc
2302,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca592.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca592.jpeg,0,aca
2303,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc4708.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc4708.jpeg,2,scc
2304,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3206.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca3206.jpeg,0,aca
2305,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1597.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1597.jpeg,2,scc
2306,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc869.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc869.jpeg,2,scc
2307,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc2546.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc2546.jpeg,2,scc
2308,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc193.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc193.jpeg,2,scc
2309,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca900.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca900.jpeg,0,aca
2310,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc4536.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc4536.jpeg,2,scc
2311,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca308.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca308.jpeg,0,aca
2312,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc4847.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc4847.jpeg,2,scc
2313,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc4690.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc4690.jpeg,2,scc
2314,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1039.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1039.jpeg,1,n
2315,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc3497.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc3497.jpeg,2,scc
2316,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4649.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca4649.jpeg,0,aca
2317,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1371.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca1371.jpeg,0,aca
2318,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3507.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca3507.jpeg,0,aca
2319,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca817.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca817.jpeg,0,aca
2320,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca873.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca873.jpeg,0,aca
2321,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc881.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc881.jpeg,2,scc
2322,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc85.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc85.jpeg,2,scc
2323,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1666.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca1666.jpeg,0,aca
2324,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc4479.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc4479.jpeg,2,scc
2325,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4285.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca4285.jpeg,0,aca
2326,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn813.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn813.jpeg,1,n
2327,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc3436.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc3436.jpeg,2,scc
2328,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc3663.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc3663.jpeg,2,scc
2329,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4590.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca4590.jpeg,0,aca
2330,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca326.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca326.jpeg,0,aca
2331,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1163.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca1163.jpeg,0,aca
2332,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4547.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca4547.jpeg,0,aca
2333,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc4732.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc4732.jpeg,2,scc
2334,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3921.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca3921.jpeg,0,aca
2335,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn704.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn704.jpeg,1,n
2336,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1795.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca1795.jpeg,0,aca
2337,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1592.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1592.jpeg,1,n
2338,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1203.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1203.jpeg,1,n
2339,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1756.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1756.jpeg,2,scc
2340,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1491.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1491.jpeg,1,n
2341,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1392.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca1392.jpeg,0,aca
2342,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1296.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1296.jpeg,1,n
2343,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn37.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn37.jpeg,1,n
2344,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3994.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca3994.jpeg,0,aca
2345,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc362.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc362.jpeg,2,scc
2346,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2492.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca2492.jpeg,0,aca
2347,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc4042.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc4042.jpeg,2,scc
2348,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn3207.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn3207.jpeg,1,n
2349,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4520.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca4520.jpeg,0,aca
2350,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn4797.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn4797.jpeg,1,n
2351,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn4447.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn4447.jpeg,1,n
2352,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc629.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc629.jpeg,2,scc
2353,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1821.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca1821.jpeg,0,aca
2354,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc4109.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc4109.jpeg,2,scc
